Name,ID
Poisonbone Arrow,02FD6180
Poisonbone Bolt,031B97E0
Poisonbone Dart,400006B8
Poisoned Hand,01485E80
Poisoned Stone Clump,40000731
Poisoned Stone,40000730
Poleblade of the Bud,011A70B0
Polter Stone,401E8C50
Prattling Pate "Apologies",4000089A
Prattling Pate "Hello",40000898
Prattling Pate "Lamentation",401E8CE6
Prattling Pate "Let's get to it",4000089E
Prattling Pate "My beloved",4000089D
Prattling Pate "Please help",4000089C
Prattling Pate "Thank you",40000899
Prattling Pate "Wonderful",4000089B
Prattling Pate "You're beautiful",4000089F
Prayer Room Key,401EA3E4
Preceptor's Big Hat,100DE2B0
Preceptor's Gloves,100DE378
Preceptor's Long Gown (Altered),100DE6FC
Preceptor's Long Gown,100DE314
Preceptor's Trousers,100DE3DC
Prelate's Inferno Crozier,015EF3C0
Preserving Boluses,400003AC
Priestess Heart,401E8C64
Primal Glintstone Blade,20000C08
Prince of Death's Cyst,200004A7
Prince of Death's Pustule,200004A6
Prince of Death's Staff,01FA4960
Prisoner Clothing,100D94F4
Prisoner Iron Mask,100D9490
Prisoner Trousers,100D95BC
Prophecy Painting,4000200C
Prophet Blindfold,100975E0
Prophet Robe (Altered),10097A2C
Prophet Robe,10097E14
Prophet Trousers,1009770C
Prosthesis-Wearer Heirloom,2000042E
Protection of the Erdtree,400018C4
Pulley Bow,027286A0
Pulley Crossbow,0290E410
Pumpkin Helm,1006B6C0
Pureblood Knight's Medal,40000870
Purifying Crystal Tear,40002B13
Putrescence Cleaver,0081B320
Putrid Corpse Ashes +1,400347D9
Putrid Corpse Ashes +10,400347E2
Putrid Corpse Ashes +2,400347DA
Putrid Corpse Ashes +3,400347DB
Putrid Corpse Ashes +4,400347DC
Putrid Corpse Ashes +5,400347DD
Putrid Corpse Ashes +6,400347DE
Putrid Corpse Ashes +7,400347DF
Putrid Corpse Ashes +8,400347E0
Putrid Corpse Ashes +9,400347E1
Putrid Corpse Ashes,400347D8
Queelign's Greatsword,00632EA0
Queen's Bracelets,1007C8F8
Queen's Crescent Crown,1007C830
Queen's Leggings,1007C95C
Queen's Robe,1007C894
Rabbath's Cannon,02A70420
Rabbath's Greatbolt,03305860
Rada Fruit,401ED2A1
Radagon Icon,20000BFE
Radagon's Rings of Light,40001A36
Radagon's Scarseal,2000041A
Radagon's Soreseal,2000041B
Radahn Soldier Ashes +1,4003DC49
Radahn Soldier Ashes +10,4003DC52
Radahn Soldier Ashes +2,4003DC4A
Radahn Soldier Ashes +3,4003DC4B
Radahn Soldier Ashes +4,4003DC4C
Radahn Soldier Ashes +5,4003DC4D
Radahn Soldier Ashes +6,4003DC4E
Radahn Soldier Ashes +7,4003DC4F
Radahn Soldier Ashes +8,4003DC50
Radahn Soldier Ashes +9,4003DC51
Radahn Soldier Ashes,4003DC48
Radahn Soldier Gauntlets,101A6698
Radahn Soldier Greaves,101A66FC
Radahn Soldier Helm,101A65D0
Radahn's Gauntlets,10072CB8
Radahn's Great Rune,400000C0
Radahn's Great Rune,40001FD5
Radahn's Greaves,10072D1C
Radahn's Lion Armor (Altered),1007303C
Radahn's Lion Armor,10072C54
Radahn's Redmane Helm,10072BF0
Radahn's Spear,030ACF00
Radiant Baldachin's Blessing,40000D21
Radiant Gold Mask,100FDE80
Raging Wolf Armor (Altered),100D23AC
Raging Wolf Armor,100D1FC4
Raging Wolf Gauntlets,100D2028
Raging Wolf Greaves,100D208C
Raging Wolf Helm,100D1F60
Rain of Fire,401EA302
Rainbow Stone Arrow (Fletched),02FC2900
Rainbow Stone Arrow,02FE4BE0
Rainbow Stone,400007E4
Rainbow Stone,400007E4
Rakshasa Armor,104EBCA4
Rakshasa Gauntlets,104EBD08
Rakshasa Greaves,104EBD6C
Rakshasa Helm,104EBC40
Rakshasa's Great Katana,03F703C0
Rancor Pot,4000028A
Rancorcall,40001388
Ranni's Dark Moon,40001109
Rapier,004C9960
Raptor Talons,015026B0
Raptor's Black Feathers,100E3134
Rauh Burrow,401ED2BD
Raw Meat Dumpling,400004D3
Raya Lucaria Soldier Ashes +1,4003D479
Raya Lucaria Soldier Ashes +10,4003D482
Raya Lucaria Soldier Ashes +2,4003D47A
Raya Lucaria Soldier Ashes +3,4003D47B
Raya Lucaria Soldier Ashes +4,4003D47C
Raya Lucaria Soldier Ashes +5,4003D47D
Raya Lucaria Soldier Ashes +6,4003D47E
Raya Lucaria Soldier Ashes +7,4003D47F
Raya Lucaria Soldier Ashes +8,4003D480
Raya Lucaria Soldier Ashes +9,4003D481
Raya Lucaria Soldier Ashes,4003D478
Raya Lucarian Gauntlets,101A1878
Raya Lucarian Greaves,101A18DC
Raya Lucarian Helm,101A17B0
Raya Lucarian Robe,100CAA94
Recusant Finger,40000070
Recusant Finger,400000B8
Red Bear's Claw,04156130
Red Branch Shortbow,0262A820
Red Crest Heater Shield,01DD7290
Red Fulgurbloom,401ED2C0
Red Letter,40001FC5
Red Lightning Pot,401E873C
Red Thorn Roundshield,01CAD4F0
Red-Feathered Branchsword,200007F8
Redflesh Mushroom,401ED2A2
Redmane Fire Pot,4000012D
Redmane Greatshield,01EBCA70
Redmane Knight Armor (Altered),101B7B8C
Redmane Knight Armor,101B77A4
Redmane Knight Gauntlets,101B7808
Redmane Knight Greaves,101B786C
Redmane Knight Helm,101B7740
Redmane Knight Ogha +1,4003EBE9
Redmane Knight Ogha +10,4003EBF2
Redmane Knight Ogha +2,4003EBEA
Redmane Knight Ogha +3,4003EBEB
Redmane Knight Ogha +4,4003EBEC
Redmane Knight Ogha +5,4003EBED
Redmane Knight Ogha +6,4003EBEE
Redmane Knight Ogha +7,4003EBEF
Redmane Knight Ogha +8,4003EBF0
Redmane Knight Ogha +9,4003EBF1
Redmane Knight Ogha,4003EBE8
Redmane Painting,4000200E
Redmane Surcoat,101A6634
Reduvia,000FDE80
Regal Omen Bairn,40000BC3
Regalia of Eochaid,0021DFE0
Rejection,40001900
Rejuvenating Boluses,400003B6
Rellana's Armor,10504344
Rellana's Cameo,2000201C
Rellana's Gloves,105043A8
Rellana's Greaves,1050440C
Rellana's Helm,105042E0
Rellana's Twin Blades,04064600
Rellana's Twin Moons,401E9560
Remembrance of a God and a Lord,401E8FDB
Remembrance of Hoarah Loux,40000B8D
Remembrance of Putrescence,401E8FDE
Remembrance of the Black Blade,40000B8C
Remembrance of the Blasphemous,40000B89
Remembrance of the Blood Lord,40000B8B
Remembrance of the Dancing Lion,401E8FD9
Remembrance of the Dragonlord,40000B8E
Remembrance of the Fire Giant,40000B91
Remembrance of the Full Moon Queen,40000B8F
Remembrance of the Grafted,40000B86
Remembrance of the Impaler,401E8FD5
Remembrance of the Lichdragon,40000B90
Remembrance of the Lord of Frenzied Flame,401E8FDC
Remembrance of the Mother of Fingers,401E8FDD
Remembrance of the Naturalborn,40000B94
Remembrance of the Omen King,40000B88
Remembrance of the Regal Ancestor,40000B92
Remembrance of the Rot Goddess,40000B8A
Remembrance of the Saint of the Bud,401E8FD8
Remembrance of the Shadow Sunflower,401E8FD6
Remembrance of the Starscourge,40000B87
Remembrance of the Twin Moon Knight,401E8FD7
Remembrance of the Wild Boar Rider,401E8FD4
Rennala's Full Moon,40001108
Repeating Crossbow,0297C1E0
Resurrection Painting,40002009
Retaliatory Crossed-Tree,20001FC2
Revered Spirit Ash,401EABF4
Rickety Shield,01CA38B0
Rift Shield,01CB7130
Rimed Crystal Bud,4000510F
Rimed Rowa,400050F2
Ring of Miquella,401EA7A8
Ringed Finger,00A9D490
Rings of Spectral Light,401E9808
Ripple Blade,00D662D0
Ripple Crescent Halberd,011392E0
Ritual Pot,4000251D
Ritual Shield Talisman,20000FFA
Ritual Sword Talisman,20000802
Rivers of Blood,0089F080
Riveted Wooden Shield,01CB2310
Roar Medallion,2000088E
Roar of Rugalea,401E9F10
Rock Blaster,4000100E
Rock Heart,401E8C5A
Rock Sling,40001266
Rogier's Bell Bearing,400022ED
Rogier's Letter,4000201F
Rogier's Rapier,004CC070
Roiling Magma,400012D4
Rold Medallion,40001FAB
Ronin's Armor (Altered),10024E3C
Ronin's Armor,10024A54
Ronin's Gauntlets,10024AB8
Ronin's Greaves,10024B1C
Root Resin,40005127
Roped Fetid Pot,400001AE
Roped Fire Pot,40000190
Roped Fly Pot,400001D6
Roped Frenzied Flame Pot,401E8778
Roped Holy Water Pot,400001FE
Roped Lightning Pot,400001A4
Roped Magic Pot,400001CC
Roped Oil Pot,400001C2
Roped Poison Pot,400001B8
Roped Volcano Pot,400001EA
Rosus' Axe,00D77440
Rot Grease,400005D2
Rot Pot,4000029E
Rotbone Arrow (Fletched),030020A0
Rotbone Arrow,030047B0
Rotbone Bolt,031C0D10
Rotten Battle Hammer,00BA4F50
Rotten Breath,40001B76
Rotten Butterflies,401EA0A0
Rotten Crystal Spear,00F69500
Rotten Crystal Staff,01FBA8F0
Rotten Crystal Sword,00227C20
Rotten Duelist Greaves,101E85AC
Rotten Duelist Helm,101E8480
Rotten Gravekeeper Cloak (Altered),101E88CC
Rotten Gravekeeper Cloak,101E84E4
Rotten Greataxe,01613DB0
Rotten Staff,016116A0
Rotten Stray Ashes +1,400395F9
Rotten Stray Ashes +10,40039602
Rotten Stray Ashes +2,400395FA
Rotten Stray Ashes +3,400395FB
Rotten Stray Ashes +4,400395FC
Rotten Stray Ashes +5,400395FD
Rotten Stray Ashes +6,400395FE
Rotten Stray Ashes +7,400395FF
Rotten Stray Ashes +8,40039600
Rotten Stray Ashes +9,40039601
Rotten Stray Ashes,400395F8
Rotten Winged Sword Insignia,20000821
Round Shield,01DA1730
Roundrock,401ED2BB
Rowa Fruit,400050F0
Rowa Raisin,4000032A
Royal Greatsword,003DF360
Royal House Scroll,40002293
Royal Knight Armor (Altered),10044A0C
Royal Knight Armor,10044624
Royal Knight Gauntlets,10044688
Royal Knight Greaves,100446EC
Royal Knight Helm,100445C0
Royal Magic Grease,401E8A0C
Royal Remains Armor,100A87B4
Royal Remains Gauntlets,100A8818
Royal Remains Greaves,100A887C
Royal Remains Helm,100A8750
Ruin Fragment,400006E0
Ruins Greatsword,003E4180
Ruins Map (2nd),401EA3D1
Ruins Map (3rd),401EA3D2
Ruins Map,401EA3D0
Ruler's Mask,100EA9E8
Ruler's Robe,100EAA4C
Rune Arc,400000BE
Rune of an Unsung Hero,401E900F
Ruptured Crystal Tear,40002B08
Ruptured Crystal Tear,40002B09
Rusted Anchor,00E5CC20
Rusty Key,40001F4A
Rya's Necklace,40001FC2
Rya's Necklace,40001FC8
Rykard's Great Rune,400000C2
Rykard's Great Rune,40001FD7
Rykard's Rancor,400012DE
Sacramental Bud,40005111
Sacred Bloody Flesh,401E893A
Sacred Crown Helm,101CAFC0
Sacred Order Pot,4000015F
Sacred Relic Sword,002F4D60
Sacred Scorpion Charm,200007EE
Sacred Tear,40002724
Sacrificial Axe,00D74D30
Sacrificial Twig,200017B6
Sage Hood,10068FB0
Sage Robe,10069014
Sage Trousers,100690DC
Salza's Hood,104F1A00
Sanctuary Stone,4000513B
Sanguine Amaryllis,401ED2AC
Sanguine Noble Hood,1004E200
Sanguine Noble Robe,1004E264
Sanguine Noble Waistcloth,1004E32C
Scadutree Fragment,401EAB90
Scale Armor,10009CA4
Scaled Armor (Altered),10013CCC
Scaled Armor,100138E4
Scaled Gauntlets,10013948
Scaled Greaves,100139AC
Scaled Helm,10013880
Scarlet Aeonia,40001C48
Scarlet Bud,401ED2AB
Scarlet Tabard,101C6204
Scavenger's Curved Sword,006C0840
Scepter of the All-Knowing,00A98670
Scholar's Armament,4000116C
Scholar's Shield,40001176
Scimitar,006CF2A0
Scorpion Kite Shield,01DA3E40
Scorpion Liver,401EBF36
Scorpion Stew,401E8930
Scorpion Stew,401E8932
Scorpion's Stinger,00107AC0
Scouring Black Flame,40001856
Scriptstone,40000CF8
Scripture Wooden Shield,01CAFC00
Scythe,0121EAC0
Secret Rite Scroll,401EA3CE
Seedbed Curse,40002001
Sellen's Bell Bearing,400022D1
Sellen's Primal Glintstone,40001FD0
Sellia's Secret,40002312
Sellian Sealbreaker,40001FE9
Seluvis's Bell Bearing,400022CF
Seluvis's Introduction,40001FCF
Seluvis's Potion,40001FE4
Sentry's Torch,016F4770
Serpent Arrow,02FB3EA0
Serpent Bow,02723880
Serpent Crest Shield,01E0F500
Serpent Flail,00CDFE60
Serpent's Amnion,40001FC1
Serpent-God's Curved Sword,006C7D70
Serpent-Hunter,0103DB70
Serpentbone Blade,008A8CC0
Sewer-Gaol Key,40002005
Sewing Needle,40001FE1
Shabriri Grape,400004D8
Shabriri's Woe,200017A2
Shadow Bait,40001978
Shadow Militiaman Armor,10509164
Shadow Militiaman Gauntlets,105091C8
Shadow Militiaman Greaves,1050922C
Shadow Militiaman Helm,10509100
Shadow Realm Rune [1],401E9008
Shadow Realm Rune [2],401E9009
Shadow Realm Rune [3],401E900A
Shadow Realm Rune [4],401E900B
Shadow Realm Rune [5],401E900C
Shadow Realm Rune [6],401E900D
Shadow Realm Rune [7],401E900E
Shadow Sunflower Blossom,0166BBF0
Shadow Sunflower,401ED2A9
Shaman Furs,1004982C
Shaman Leggings,100498F4
Shamshir,006B44F0
Shard of Alexander,200004CF
Shard Spiral,40000FBE
Sharp Gravel Stone,401ED2C2
Sharpshot Talisman,20001FD6
Shatter Earth,40001004
Shattered Stone Talisman,20001F5E
Shattering Crystal,40001194
Shattershard Arrow (Fletched),02FBDAE0
Shattershard Arrow,02FE72F0
Shield Grease,4000069A
Shield of Night,0148D3B0
Shield of the Guilty,01DB9DD0
Shining Horned Headband,100497C8
Short Spear,00F42400
Short Sword,001EAB90
Shortbow,02625A00
Shotel,006B1DE0
Siluria's Tree,0103B460
Silver Firefly,4000514A
Silver Horn Tender,401E8944
Silver Mirrorshield,01D9F020
Silver Scarab,2000044C
Silver Tear Husk,40005159
Silver Tear Mask,1010A1D0
Silver-Pickled Fowl Foot,400004A6
Skeletal Bandit Ashes +1,40034009
Skeletal Bandit Ashes +10,40034012
Skeletal Bandit Ashes +2,4003400A
Skeletal Bandit Ashes +3,4003400B
Skeletal Bandit Ashes +4,4003400C
Skeletal Bandit Ashes +5,4003400D
Skeletal Bandit Ashes +6,4003400E
Skeletal Bandit Ashes +7,4003400F
Skeletal Bandit Ashes +8,40034010
Skeletal Bandit Ashes +9,40034011
Skeletal Bandit Ashes,40034008
Skeletal Mask,100E30D0
Skeletal Militiaman Ashes +1,40033C21
Skeletal Militiaman Ashes +10,40033C2A
Skeletal Militiaman Ashes +2,40033C22
Skeletal Militiaman Ashes +3,40033C23
Skeletal Militiaman Ashes +4,40033C24
Skeletal Militiaman Ashes +5,40033C25
Skeletal Militiaman Ashes +6,40033C26
Skeletal Militiaman Ashes +7,40033C27
Skeletal Militiaman Ashes +8,40033C28
Skeletal Militiaman Ashes +9,40033C29
Skeletal Militiaman Ashes,40033C20
Sleep Pot,40000280
Sleepbone Arrow (Fletched),02FD8890
Sleepbone Arrow,02FDAFA0
Sleepbone Bolt,031C3420
Sliver of Meat,40003A98
Slumbering Egg,40003B10
Small Golden Effigy,4000006D
Small Golden Effigy,400000B3
Small Red Effigy,4000006E
Small Red Effigy,400000B4
Smarag's Glintstone Breath,40001B81
Smithing Stone [1],40002774
Smithing Stone [2],40002775
Smithing Stone [3],40002776
Smithing Stone [4],40002777
Smithing Stone [5],40002778
Smithing Stone [6],40002779
Smithing Stone [7],4000277A
Smithing Stone [8],4000277B
Smithing Talisman,20001FAE
Smithing-Stone Miner's Bell Bearing [1],400022F7
Smithing-Stone Miner's Bell Bearing [2],400022F8
Smithing-Stone Miner's Bell Bearing [3],400022F9
Smithing-Stone Miner's Bell Bearing [4],400022FA
Smithscript Axe,00DD40A0
Smithscript Cirque,03D85830
Smithscript Dagger,03C8EEE0
Smithscript Greathammer,00BEBC20
Smithscript Shield,01D18BB0
Smithscript Spear,00FBC520
Smoldering Butterfly,40005142
Smoldering Shield,01CC0D70
Snow Witch Hat,100F6950
Snow Witch Robe (Altered),100F6D9C
Snow Witch Robe,100F69B4
Snow Witch Skirt,100F6A7C
Soap,40000848
Soft Cotton,40000834
Soiled Loincloth,104D5DDC
Soldier's Crossbow,029020C0
Soldjars of Fortune Ashes +1,4003C0F1
Soldjars of Fortune Ashes +10,4003C0FA
Soldjars of Fortune Ashes +2,4003C0F2
Soldjars of Fortune Ashes +3,4003C0F3
Soldjars of Fortune Ashes +4,4003C0F4
Soldjars of Fortune Ashes +5,4003C0F5
Soldjars of Fortune Ashes +6,4003C0F6
Soldjars of Fortune Ashes +7,4003C0F7
Soldjars of Fortune Ashes +8,4003C0F8
Soldjars of Fortune Ashes +9,4003C0F9
Soldjars of Fortune Ashes,4003C0F0
Somber Ancient Dragon Smithing Stone,400027B8
Somber Smithing Stone [1],400027B0
Somber Smithing Stone [2],400027B1
Somber Smithing Stone [3],400027B2
Somber Smithing Stone [4],400027B3
Somber Smithing Stone [5],400027B4
Somber Smithing Stone [6],400027B5
Somber Smithing Stone [7],400027B6
Somber Smithing Stone [8],400027B7
Somber Smithing Stone [9],400027D8
Somberstone Miner's Bell Bearing [1],400022FB
Somberstone Miner's Bell Bearing [2],400022FC
Somberstone Miner's Bell Bearing [3],400022FD
Somberstone Miner's Bell Bearing [4],400022FE
Somberstone Miner's Bell Bearing [5],400022FF
Soporific Grease,400005AA
Sorcerer Leggings,100CAB5C
Sorcerer Manchettes,100CAAF8
Sorcerer Painting,4000200B
Spark Aromatic,40000DB6
Spear of the Impaler,010B0760
Spear Talisman,2000080C
Spear,00F44B10
Speckled Hardtear,40002AFE
Spectral Steed Whistle,40000082
Spectral Steed Whistle,400000B5
Spellblade's Gloves,1001FC98
Spellblade's Pointed Hat,1001FBD0
Spellblade's Traveling Attire (Altered),1002001C
Spellblade's Traveling Attire,1001FC34
Spellblade's Trousers,1001FCFC
Spelldrake Talisman +1,20000FAB
Spelldrake Talisman +2,20000FAC
Spelldrake Talisman +3,20001BB2
Spelldrake Talisman,20000FAA
Spellmachinist's Bell Bearing,401EA74C
Spellproof Dried Liver,4000047E
Spellproof Pickled Liver,401E88E0
Spider Scorpion Ashes,4021A160
Spiked Caestus,01409650
Spiked Club,00A8EA30
Spiked Cracked Tear,40002B06
Spiked Palisade Shield,01EAE010
Spiked Spear,00F646E0
Spira,401EA2A8
Spiralhorn Shield,01CCA9B0
Spiraltree Seal,020EBBC0
Spirit Calculus,401EBF22
Spirit Calling Bell,40001FDE
Spirit Glaive,011A49A0
Spirit Jellyfish Ashes +1,400399E1
Spirit Jellyfish Ashes +10,400399EA
Spirit Jellyfish Ashes +2,400399E2
Spirit Jellyfish Ashes +3,400399E3
Spirit Jellyfish Ashes +4,400399E4
Spirit Jellyfish Ashes +5,400399E5
Spirit Jellyfish Ashes +6,400399E6
Spirit Jellyfish Ashes +7,400399E7
Spirit Jellyfish Ashes +8,400399E8
Spirit Jellyfish Ashes +9,400399E9
Spirit Jellyfish Ashes,400399E0
Spirit Raisin,401E87A0
Spirit Sword,007270E0
Spiritflame Arrow,02FE9A00
Spiritgrave Stone,401ED2BC
Spread Crossbow,0297E8F0
Spritestone,401E9039
St. Trina Disciple's Cookbook [1],401EA8EE
St. Trina Disciple's Cookbook [2],401EA901
St. Trina Disciple's Cookbook [3],401EA8F6
St. Trina's Arrow,02FB8CC0
St. Trina's Blossom,1050DF20
St. Trina's Smile,20001FE0
St. Trina's Torch,016ED240
Staff of Loss,01FBD000
Staff of the Avatar,01600530
Staff of the Great Beyond,01FF5270
Staff of the Guilty,01FB81E0
Stalwart Horn Charm +1,20000489
Stalwart Horn Charm +2,20001B80
Stalwart Horn Charm,20000488
Stanching Boluses,4000038E
Star Fist,0141A7C0
Star Shower,40000FD2
Star-Lined Sword,002673C0
Stargazer Heirloom,20000438
Starlight Shards,4000050A
Starlight,4000102C
Stars of Ruin,4000107C
Starscourge Greatsword,003DCC50
Starscourge Heirloom,20000424
Steel-Wire Torch,016E8420
Stimulating Boluses,400003A2
Stone Club,00A9FBA0
Stone of Gurranq,40001A9A
Stone-Sheathed Sword,0026C1E0
Stonebarb Cracked Tear,40002B12
Stonesword Key,40001F40
Storehouse Cross Message,401EA3DE
Storeroom Key,401EA3CD
Stormhawk Axe,00D7C260
Stormhawk Deenh +1,4003A1B1
Stormhawk Deenh +10,4003A1BA
Stormhawk Deenh +2,4003A1B2
Stormhawk Deenh +3,4003A1B3
Stormhawk Deenh +4,4003A1B4
Stormhawk Deenh +5,4003A1B5
Stormhawk Deenh +6,4003A1B6
Stormhawk Deenh +7,4003A1B7
Stormhawk Deenh +8,4003A1B8
Stormhawk Deenh +9,4003A1B9
Stormhawk Deenh,4003A1B0
Stormhawk Feather,40003C46
Stormwing Bone Arrow,02FDD6B0
Strength-knot Crystal Tear,40002B0D
String,40003C28
String-Seller's Bell Bearing,401EA74D
Strip of White Flesh,40003B38
Sun Realm Shield,01D9C910
Sunwarmth Stone,401E916E
Surge, O Flame!,4000184C
Surging Frenzied Flame,401E90D8
Swarm of Flies,40001C2A
Swarm Pot,40000154
Sweet Raisin,4000032B
Swift Glintstone Shard,40000FAA
Swift Spear,00FC1340
Swollen Grape,401ED2B1
Sword Lance,003567E0
Sword of Darkness,00271000
Sword of Light,0026E8F0
Sword of Milos,003037C0
Sword of Night and Flame,0020A760
Sword of Night,0090F560
Sword of St. Trina,00216AB0
Swordhand of Night Jolán,4021DBF8
Tailoring Tools,40001FE3
Taker's Cameo,200013A6
Talisman of All Crucibles,20002030
Talisman of Lord's Bestowal,20002008
Talisman of the Dread,20001FEA
Talisman Pouch,40002738
Tarnished Golden Sunflower,400050CD
Tarnished's Furled Finger,40000064
Tarnished's Furled Finger,400000AA
Tarnished's Wizened Finger,4000006A
Taunter's Tongue,4000006C
Taunter's Tongue,400000B2
Taylew the Golem Smith,4021C0A0
Telescope,400007F8
Terra Magicus,40001022
Thawfrost Boluses,40000398
The Flame of Frenzy,40001C8E
The Sacred Tower Painting,401EA489
The Stormhawk King,40002002
The Two Fingers,401EA7AA
Theodorix's Magma,40001B63
Thin Beast Bones,40003BEC
Thiollier's Concoction,401E8CDC
Thiollier's Garb (Altered),104CC4BC
Thiollier's Garb,104CC0D4
Thiollier's Gloves,104CC138
Thiollier's Hidden Needle,01481060
Thiollier's Mask,104CC070
Thiollier's Trousers,104CC19C
Thops's Barrier,40001216
Thops's Bell Bearing,400022D7
Thorned Whip,01317B20
Thorny Cracked Tear,40002B05
Throwing Dagger,400006A4
Tibia's Cookbook,401EA8F9
Tibia's Summons,400013A6
Tonic of Forgetfulness,40001FC0
Tooth Whip,0138CE20
Torch,016E3600
Torchpole,00F55C80
Torn Diary Page,401EA3E0
Tower of Shadow Message,401EA3E5
Toxic Mossling,401ED2AA
Toxic Mushroom,40005122
Traveler's Boots,100F918C
Traveler's Clothes,100F90C4
Traveler's Gloves,10018768
Traveler's Hat,100186A0
Traveler's Manchettes,100F9128
Traveler's Slops,100187CC
Traveling Maiden Boots,100DBCCC
Traveling Maiden Gloves,100DBC68
Traveling Maiden Hood,100DBBA0
Traveling Maiden Robe (Altered),100DBFEC
Traveling Maiden Robe,100DBC04
Tree Sentinel Armor (Altered),100422FC
Tree Sentinel Armor,10041F14
Tree Sentinel Gauntlets,10041F78
Tree Sentinel Greaves,10041FDC
Tree Sentinel Helm,10041EB0
Tree Surcoat,1010D114
Tree-and-Beast Surcoat,1019F104
Treespear,010477B0
Trina's Lily,400050AB
Triple Rings of Light,40001A2D
Troll Knight's Sword,003EB6B0
Troll's Golden Sword,003D7E30
Troll's Hammer,0160EF90
Turtle Neck Meat,40003AF2
Twiggy Cracked Tear,40002B0B
Twinbird Kite Shield,01DA6550
Twinblade Talisman,20000848
Twinblade,00989680
Twinned Armor (Altered),10092C0C
Twinned Armor,10092824
Twinned Gauntlets,10092888
Twinned Greaves,100928EC
Twinned Helm,100927C0
Twinned Knight Swords,00990BB0
Twinsage Glintstone Crown,100CAA30
Twinsage Sorcerer Ashes +1,40035779
Twinsage Sorcerer Ashes +10,40035782
Twinsage Sorcerer Ashes +2,4003577A
Twinsage Sorcerer Ashes +3,4003577B
Twinsage Sorcerer Ashes +4,4003577C
Twinsage Sorcerer Ashes +5,4003577D
Twinsage Sorcerer Ashes +6,4003577E
Twinsage Sorcerer Ashes +7,4003577F
Twinsage Sorcerer Ashes +8,40035780
Twinsage Sorcerer Ashes +9,40035781
Twinsage Sorcerer Ashes,40035778
Two Fingers Heirloom,20000442
Two Fingers' Prayerbook,4000229A
Two-Handed Sword Talisman,20001F68
Two-Headed Turtle Talisman,20001B76
Uchigatana,00895440
Unalloyed Gold Needle,40002004
Unalloyed Gold Needle,4000230F
Unalloyed Gold Needle,40002310
Unendurable Frenzy,40001C8F
Unseen Blade,40001234
Unseen Form,4000123E
Uplifting Aromatic,40000DAC
Upper-Class Robe,100EAE34
Urgent Heal,40001914
Urumi,01323E70
Vagabond Knight Armor (Altered),100A166C
Vagabond Knight Armor,100A1284
Vagabond Knight Gauntlets,100A12E8
Vagabond Knight Greaves,100A134C
Vagabond Knight Helm,100A1220
Valkyrie's Prosthesis,40002311
Varré's Bouquet,00A8C320
Velvet Sword of St. Trina,00264CB0
Venomous Fang,014FD890
Verdigris Armor,104C72B4
Verdigris Discus,20002012
Verdigris Gauntlets,104C7318
Verdigris Greatshield,01F03740
Verdigris Greaves,104C737C
Verdigris Helm,104C7250
Veteran's Armor (Altered),100BEB2C
Veteran's Armor,100BE744
Veteran's Gauntlets,100BE7A8
Veteran's Greaves,100BE80C
Veteran's Helm,100BE6E0
Veteran's Prosthesis,01424400
Viridian Amber Medallion +1,200003FD
Viridian Amber Medallion +2,200003FE
Viridian Amber Medallion +3,20001B6C
Viridian Amber Medallion,200003FC
Viridian Hidden Tear,401EAF78
Visage Shield,01EAB900
Volcanic Stone,40005172
Volcano Manor Invitation,40001FC9
Volcano Pot,40000258
Vortex of Putrescence,401E9CB8
Vulgar Militia Armor,10066904
Vulgar Militia Ashes +1,4003B151
Vulgar Militia Ashes +10,4003B15A
Vulgar Militia Ashes +2,4003B152
Vulgar Militia Ashes +3,4003B153
Vulgar Militia Ashes +4,4003B154
Vulgar Militia Ashes +5,4003B155
Vulgar Militia Ashes +6,4003B156
Vulgar Militia Ashes +7,4003B157
Vulgar Militia Ashes +8,4003B158
Vulgar Militia Ashes +9,4003B159
Vulgar Militia Ashes,4003B150
Vulgar Militia Gauntlets,10066968
Vulgar Militia Greaves,100669CC
Vulgar Militia Helm,100668A0
Vulgar Militia Saw,0113B9F0
Vulgar Militia Shotel,0114A450
Vyke's Dragonbolt,40001B3A
Vyke's War Spear,01042990
Wakizashi,0010C8E0
Wandering Noble Ashes +1,4003A981
Wandering Noble Ashes +10,4003A98A
Wandering Noble Ashes +2,4003A982
Wandering Noble Ashes +3,4003A983
Wandering Noble Ashes +4,4003A984
Wandering Noble Ashes +5,4003A985
Wandering Noble Ashes +6,4003A986
Wandering Noble Ashes +7,4003A987
Wandering Noble Ashes +8,4003A988
Wandering Noble Ashes +9,4003A989
Wandering Noble Ashes,4003A980
War Surgeon Gloves,100A6108
War Surgeon Gown (Altered),100A648C
War Surgeon Gown,100A60A4
War Surgeon Trousers,100A616C
Warhawk Ashes +1,40039DC9
Warhawk Ashes +10,40039DD2
Warhawk Ashes +2,40039DCA
Warhawk Ashes +3,40039DCB
Warhawk Ashes +4,40039DCC
Warhawk Ashes +5,40039DCD
Warhawk Ashes +6,40039DCE
Warhawk Ashes +7,40039DCF
Warhawk Ashes +8,40039DD0
Warhawk Ashes +9,40039DD1
Warhawk Ashes,40039DC8
Warhawk's Talon,00222E00
Warming Stone,40000CEE
Warped Axe,00E508D0
Warpick,00A87500
Warrior Gauntlets,100A39F8
Warrior Greaves,100A3A5C
Warrior Jar Shard,200004CE
